Iteration (t),m,Real number of distinct Integers (n),Estimation,Within 1 StDev range?,Within 2 StDev range?,Sigma,1 StDev lower bound,1 StDev upper bound,2 StDev lower bound,2 StDev upper bound
511,1024,1000000,978691.5028951755,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
512,16,1000000,832064.2472043838,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
512,256,1000000,1051271.8683318829,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
512,1024,1000000,996702.5076763086,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
513,16,1000000,938628.7497570799,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
513,256,1000000,997052.1664251479,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
513,1024,1000000,1007223.4578828049,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
514,16,1000000,1162756.4480163825,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
514,256,1000000,1066536.6629628036,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
514,1024,1000000,958565.5715045123,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
515,16,1000000,1162756.4480163825,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
515,256,1000000,1111996.86315938,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
515,1024,1000000,1034702.7735918532,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
516,16,1000000,1062313.3580706043,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
516,256,1000000,1045421.5422493723,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
516,1024,1000000,1033743.1812780512,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
517,16,1000000,1140817.6471104128,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
517,256,1000000,920968.686667013,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
517,1024,1000000,970330.634381575,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
518,16,1000000,961962.245359261,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
518,256,1000000,1007979.6964004929,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
518,1024,1000000,1003458.3104706727,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
519,16,1000000,1626816.1963278535,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
519,256,1000000,1108811.9140955075,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
519,1024,1000000,1016327.3752242534,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
520,16,1000000,1283892.9857327542,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
520,256,1000000,1019898.9568422379,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
520,1024,1000000,1045577.7792934362,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
521,16,1000000,1411595.3765801997,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
521,256,1000000,941962.7057359865,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
521,1024,1000000,968577.8705787755,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
522,16,1000000,590846.924724937,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
522,256,1000000,947123.0310259725,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
522,1024,1000000,974896.6545723293,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
523,16,1000000,1017615.7413214904,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
523,256,1000000,1015660.3738183692,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
523,1024,1000000,1051891.6021678275,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
524,16,1000000,783542.1420758344,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
524,256,1000000,1074348.2051197353,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
524,1024,1000000,988830.9374994884,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
525,16,1000000,1573882.914451676,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
525,256,1000000,1042672.1327844983,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
525,1024,1000000,1028978.8108504771,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
526,16,1000000,1660320.4200508527,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
526,256,1000000,1114677.5838965378,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
526,1024,1000000,1031269.2366445492,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
527,16,1000000,794698.8209881956,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
527,256,1000000,1012784.4625287863,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
527,1024,1000000,1003062.3167896166,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
528,16,1000000,697653.8688098296,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
528,256,1000000,981766.9815004885,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
528,1024,1000000,993657.2708662001,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
529,16,1000000,802610.645533432,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
529,256,1000000,1037614.3948269614,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
529,1024,1000000,1043102.9406767312,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
530,16,1000000,1225608.1479091598,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
530,256,1000000,930535.343524594,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
530,1024,1000000,936390.9676165064,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
531,16,1000000,592777.7970279597,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
531,256,1000000,907573.9484778907,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
531,1024,1000000,953992.3439841308,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
532,16,1000000,706829.0536407429,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
532,256,1000000,1011738.7042436027,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
532,1024,1000000,1076530.2154715264,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
533,16,1000000,1280776.740621752,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
533,256,1000000,1103528.5963277107,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
533,1024,1000000,1053166.3544903407,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
534,16,1000000,1148038.011965542,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
534,256,1000000,1200255.7329520127,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
534,1024,1000000,1060004.257530976,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
535,16,1000000,715542.4295485431,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
535,256,1000000,1062736.2556527234,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
535,1024,1000000,1036037.6155447192,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
536,16,1000000,880534.0091774545,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
536,256,1000000,988807.980326106,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
536,1024,1000000,1034238.112600287,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
537,16,1000000,1216362.15182267,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
537,256,1000000,1012600.0653792263,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
537,1024,1000000,979459.6815372324,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
538,16,1000000,806177.8039580252,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
538,256,1000000,979021.2976162516,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
538,1024,1000000,1021498.9795384052,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
539,16,1000000,591810.7859398227,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
539,256,1000000,949062.4948213957,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
539,1024,1000000,988217.9201293538,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
540,16,1000000,1084544.1308852357,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
540,256,1000000,952014.1716661648,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
540,1024,1000000,985367.9081396608,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
541,16,1000000,809536.8195809392,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
541,256,1000000,1001526.8698619198,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
541,1024,1000000,1063544.5872988526,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
542,16,1000000,954056.5727313908,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
542,256,1000000,905773.1776025133,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
542,1024,1000000,987501.4878082635,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
543,16,1000000,1474715.495045168,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
543,256,1000000,932380.9811654652,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
543,1024,1000000,966363.2363504888,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
544,16,1000000,1042471.2982215842,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
544,256,1000000,963108.6197447523,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
544,1024,1000000,980088.7030692871,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
545,16,1000000,831111.1381010569,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
545,256,1000000,979852.1419558318,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
545,1024,1000000,1080424.2256679873,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
546,16,1000000,1144416.440949878,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
546,256,1000000,931967.2742396707,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
546,1024,1000000,977630.5308024186,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
547,16,1000000,1699203.8022534489,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
547,256,1000000,1068065.6030276392,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
547,1024,1000000,1015600.0532790923,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
548,16,1000000,793829.3474422566,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
548,256,1000000,973143.8692057325,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
548,1024,1000000,974725.7327568238,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
549,16,1000000,957203.1973116393,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
549,256,1000000,1022662.4972686196,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
549,1024,1000000,968273.6368261625,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
550,16,1000000,1086167.699943447,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
550,256,1000000,1009744.0165685117,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
550,1024,1000000,963214.4744998126,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
551,16,1000000,779334.0747177472,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
551,256,1000000,1029976.7179871473,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
551,1024,1000000,1020402.0298248833,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
552,16,1000000,1021915.5261439754,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
552,256,1000000,1027494.9626220334,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
552,1024,1000000,1016479.9419829797,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
553,16,1000000,1291032.070395414,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
553,256,1000000,993255.1240462941,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
553,1024,1000000,996684.3260468378,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
554,16,1000000,1232373.713056854,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
554,256,1000000,1011063.8724152991,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
554,1024,1000000,994351.6988799121,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
555,16,1000000,1035589.6857266335,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
555,256,1000000,959156.7768537761,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
555,1024,1000000,1027702.8688809751,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
556,16,1000000,838676.5190720677,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
556,256,1000000,1011414.1285540533,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
556,1024,1000000,1029825.4414066019,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
557,16,1000000,734372.4934840311,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
557,256,1000000,988154.7268707046,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
557,1024,1000000,971115.6463006831,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
558,16,1000000,622264.1711511343,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
558,256,1000000,972070.636835578,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
558,1024,1000000,966761.2289742007,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
559,16,1000000,612804.0739545799,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
559,256,1000000,952735.42236563,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
559,1024,1000000,972525.904050975,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
560,16,1000000,819841.834533585,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
560,256,1000000,977581.59605711,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
560,1024,1000000,1037940.9505732261,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
561,16,1000000,1063871.002290649,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
561,256,1000000,1199891.0155681344,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
561,1024,1000000,1014509.233827889,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
562,16,1000000,1086167.699943447,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
562,256,1000000,861795.1420675437,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
562,1024,1000000,943484.441522047,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
563,16,1000000,775170.965344255,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
563,256,1000000,942763.3272579755,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
563,1024,1000000,1015649.2034490989,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
564,16,1000000,1007722.2549475315,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
564,256,1000000,1007086.3617464817,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
564,1024,1000000,1005552.8871100507,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
565,16,1000000,1511583.382421297,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
565,256,1000000,1180054.4315271722,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
565,1024,1000000,1082482.472524883,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
566,16,1000000,1155350.3559908005,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
566,256,1000000,1074359.8973057605,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
566,1024,1000000,1054991.8197444314,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
567,16,1000000,1028069.4630708079,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
567,256,1000000,1003208.8343337236,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
567,1024,1000000,972256.843536965,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
568,16,1000000,841716.9646893534,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
568,256,1000000,1057091.8171034206,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
568,1024,1000000,1059707.214649466,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
569,16,1000000,952178.5086118407,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
569,256,1000000,957197.3424979117,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
569,1024,1000000,990384.7653296881,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
570,16,1000000,973906.0718956009,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
570,256,1000000,904145.1261290488,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
570,1024,1000000,924118.0537785175,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
571,16,1000000,687083.3556460441,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
571,256,1000000,987502.3359858866,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
571,1024,1000000,997927.8463229339,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
572,16,1000000,897970.3261908697,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
572,256,1000000,1030939.4035239266,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
572,1024,1000000,1024641.9923455054,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
573,16,1000000,882676.4276912685,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
573,256,1000000,1068996.648768635,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
573,1024,1000000,1044870.0571819996,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
574,16,1000000,839282.8496960354,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
574,256,1000000,1054458.1276362445,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
574,1024,1000000,977949.5767441845,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
575,16,1000000,811361.5024458738,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
575,256,1000000,943888.9683967994,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
575,1024,1000000,1031043.3414582221,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
576,16,1000000,1368981.1765324955,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
576,256,1000000,1101070.0059542155,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
576,1024,1000000,957161.3670181683,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
577,16,1000000,784813.4381419391,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
577,256,1000000,1008256.3727887236,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
577,1024,1000000,989102.999264326,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
578,16,1000000,880534.0091774545,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
578,256,1000000,1082488.634631312,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
578,1024,1000000,1041769.7054505474,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
579,16,1000000,891351.3802975708,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
579,256,1000000,984911.1903885737,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
579,1024,1000000,970149.4295220986,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
580,16,1000000,1541694.6051786933,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
580,256,1000000,1064015.5748495888,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
580,1024,1000000,978505.764770008,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
581,16,1000000,937416.0511139828,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
581,256,1000000,1053931.838575348,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
581,1024,1000000,1039419.4969960167,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
582,16,1000000,863761.9328121699,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
582,256,1000000,1034916.6931253106,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
582,1024,1000000,1000369.8996926844,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
583,16,1000000,1499090.9577731872,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
583,256,1000000,1065270.675772495,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
583,1024,1000000,985363.3122701324,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
584,16,1000000,845641.0531028236,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
584,256,1000000,969835.9697397274,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
584,1024,1000000,1019609.1565020646,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
585,16,1000000,957835.0146035942,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
585,256,1000000,988582.7083138645,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
585,1024,1000000,1047993.9428937376,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
586,16,1000000,944739.6140133106,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
586,256,1000000,1054325.8023307964,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
586,1024,1000000,998874.0166397963,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
587,16,1000000,1042471.2982215842,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
587,256,1000000,990236.26292819,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
587,1024,1000000,1023974.5197217781,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
588,16,1000000,859668.2743628231,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
588,256,1000000,924366.3950319968,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
588,1024,1000000,996594.6815040209,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
589,16,1000000,1036514.3193746037,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
589,256,1000000,1064765.122029436,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
589,1024,1000000,1046731.6736911231,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
590,16,1000000,1537203.4397504719,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
590,256,1000000,955723.9043085343,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
590,1024,1000000,1035332.8934451918,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
591,16,1000000,911507.5672892244,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
591,256,1000000,989700.1736795171,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
591,1024,1000000,990243.0251917337,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
592,16,1000000,1343007.9103419206,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
592,256,1000000,1054752.459343331,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
592,1024,1000000,1003615.3016265302,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
593,16,1000000,768169.4211411456,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
593,256,1000000,965697.0115976366,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
593,1024,1000000,1042676.4930495056,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
594,16,1000000,877870.5669234394,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
594,256,1000000,904768.6930653186,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
594,1024,1000000,1006689.2757876636,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
595,16,1000000,1029163.1539889683,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
595,256,1000000,1065655.908025855,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
595,1024,1000000,991118.5628704368,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
596,16,1000000,1610566.0900382302,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
596,256,1000000,963134.45993758,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
596,1024,1000000,951848.2640768649,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
597,16,1000000,910363.8940554863,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
597,256,1000000,1011228.287780349,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
597,1024,1000000,999651.3549186613,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
598,16,1000000,1865192.8626278215,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
598,256,1000000,1029837.0360879538,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
598,1024,1000000,1028057.4822737129,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
599,16,1000000,696314.801883131,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
599,256,1000000,1070294.7202671124,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
599,1024,1000000,1032849.9965929288,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
600,16,1000000,881603.9168435268,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
600,256,1000000,1161949.3231932523,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
600,1024,1000000,1001845.247909585,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
601,16,1000000,855487.1316872191,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
601,256,1000000,1023966.574619598,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
601,1024,1000000,1033725.2670391113,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
602,16,1000000,888486.1761055841,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
602,256,1000000,961941.9718289183,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
602,1024,1000000,1020699.921895625,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
603,16,1000000,1474715.495045168,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
603,256,1000000,1042413.3970120706,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
603,1024,1000000,1019409.0811038943,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
604,16,1000000,753437.1999607712,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
604,256,1000000,1009501.3628644907,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
604,1024,1000000,1015364.4589303959,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
605,16,1000000,698998.0959173628,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
605,256,1000000,990603.9187580866,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
605,1024,1000000,1010519.7568884278,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
606,16,1000000,1176901.9035883578,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
606,256,1000000,1128880.6068027334,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
606,1024,1000000,1067994.791834868,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
607,16,1000000,947206.2970786197,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
607,256,1000000,978778.6268338682,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
607,1024,1000000,1029200.3760387044,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
608,16,1000000,975194.6050356438,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
608,256,1000000,1166831.6439880491,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
608,1024,1000000,1062423.645505434,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
609,16,1000000,809776.8120114092,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
609,256,1000000,1047701.5784071693,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
609,1024,1000000,1057655.1580410828,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
