Iteration (t),m,Real number of distinct Integers (n),Estimation,Within 1 StDev range?,Within 2 StDev range?,Sigma,1 StDev lower bound,1 StDev upper bound,2 StDev lower bound,2 StDev upper bound
98,16,1000000,999393.9718487916,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
98,256,1000000,1009031.8753394708,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
98,1024,1000000,1012951.3709475943,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
99,16,1000000,781853.4736661882,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
99,256,1000000,980947.5090806185,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
99,1024,1000000,1018770.6772253973,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
100,16,1000000,781011.866051908,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
100,256,1000000,925228.4144638026,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
100,1024,1000000,977570.5161138575,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
101,16,1000000,786941.457225838,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
101,256,1000000,942430.3193714224,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
101,1024,1000000,962910.6743493035,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
102,16,1000000,987828.486810378,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
102,256,1000000,989787.0005824014,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
102,1024,1000000,988607.4434619243,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
103,16,1000000,1057667.6728312282,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
103,256,1000000,960456.8218853031,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
103,1024,1000000,962731.6449722982,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
104,16,1000000,843674.4460025845,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
104,256,1000000,1015853.7274263425,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
104,1024,1000000,1019905.1496646048,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
105,16,1000000,1116246.190095727,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
105,256,1000000,1063812.7689886217,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
105,1024,1000000,1089541.1262450365,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
106,16,1000000,1057667.6728312282,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
106,256,1000000,968636.9378780073,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
106,1024,1000000,989792.0787962989,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
107,16,1000000,793775.0685125171,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
107,256,1000000,952064.3826425674,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
107,1024,1000000,989565.8132400723,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
108,16,1000000,863761.9328121699,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
108,256,1000000,1064994.8596871116,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
108,1024,1000000,1033958.7066188583,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
109,16,1000000,1353656.7603772809,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
109,256,1000000,1040589.3823400633,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
109,1024,1000000,1044896.9299231886,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
110,16,1000000,637574.7131478231,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
110,256,1000000,991379.8720973429,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
110,1024,1000000,973964.8091751084,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
111,16,1000000,593747.973455174,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
111,256,1000000,937757.1555683627,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
111,1024,1000000,984951.0840297526,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
112,16,1000000,867894.765026582,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
112,256,1000000,1102336.3950670783,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
112,1024,1000000,1042785.7825295087,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
113,16,1000000,1177618.2163720392,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
113,256,1000000,875226.7786914271,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
113,1024,1000000,936143.0829451462,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
114,16,1000000,701702.1504470238,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
114,256,1000000,995739.7396015485,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
114,1024,1000000,988560.7214550113,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
115,16,1000000,961643.5037272666,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
115,256,1000000,1065049.4369502086,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
115,1024,1000000,1030824.5867504798,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
116,16,1000000,1209266.705937038,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
116,256,1000000,1184301.4722855838,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
116,1024,1000000,1039255.1954192625,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
117,16,1000000,1174045.3455699396,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
117,256,1000000,995498.7497991945,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
117,1024,1000000,996353.4109441029,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
118,16,1000000,1027705.4158105137,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
118,256,1000000,1061296.6825831525,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
118,1024,1000000,1065993.908827102,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
119,16,1000000,927826.1170872413,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
119,256,1000000,994275.5196937878,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
119,1024,1000000,1006596.0639953311,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
120,16,1000000,885909.6746791485,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
120,256,1000000,1055842.4933697383,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
120,1024,1000000,1014057.0124143845,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
121,16,1000000,1366403.057555975,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
121,256,1000000,961537.3270395902,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
121,1024,1000000,992350.7110281195,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
122,16,1000000,889166.6955419396,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
122,256,1000000,1072702.1506914974,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
122,1024,1000000,1032967.8314348651,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
123,16,1000000,748771.9541405806,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
123,256,1000000,953135.5671035952,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
123,1024,1000000,1033857.1725325242,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
124,16,1000000,1036514.3193746037,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
124,256,1000000,913300.3379020919,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
124,1024,1000000,1009343.6845056196,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
125,16,1000000,1248812.4329814503,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
125,256,1000000,1162893.7693126688,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
125,1024,1000000,1021883.3869581771,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
126,16,1000000,1047740.1062270363,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
126,256,1000000,952567.6455789193,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
126,1024,1000000,987822.8530898839,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
127,16,1000000,610740.7605742614,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
127,256,1000000,1131212.2831259698,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
127,1024,1000000,1017321.1849462364,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
128,16,1000000,1505311.2522037814,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
128,256,1000000,1134983.9444898379,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
128,1024,1000000,1026869.2064315461,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
129,16,1000000,624944.0340759885,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
129,256,1000000,942650.7982739197,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
129,1024,1000000,983290.0539888097,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
130,16,1000000,631470.8647190797,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
130,256,1000000,956663.9712360839,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
130,1024,1000000,971596.4978820252,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
131,16,1000000,1225608.1479091598,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
131,256,1000000,1035003.4967900725,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
131,1024,1000000,1011109.7892656404,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
132,16,1000000,1291032.070395414,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
132,256,1000000,1173196.666751882,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
132,1024,1000000,1037238.0511162553,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
133,16,1000000,1102674.807845323,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
133,256,1000000,1078456.0726682886,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
133,1024,1000000,1069037.6309478139,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
134,16,1000000,856623.4044418212,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
134,256,1000000,1075278.5287023077,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
134,1024,1000000,986564.90488903,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
135,16,1000000,1417109.421019966,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
135,256,1000000,921020.2411165576,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
135,1024,1000000,977218.7189305468,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
136,16,1000000,752655.6261018907,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
136,256,1000000,932345.7577665431,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
136,1024,1000000,987246.914318568,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
137,16,1000000,2060884.1429070763,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
137,256,1000000,1058758.0484518243,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
137,1024,1000000,1007947.7838467845,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
138,16,1000000,705797.6882900998,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
138,256,1000000,970093.291443143,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
138,1024,1000000,1007500.450898297,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
139,16,1000000,985815.2494051938,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
139,256,1000000,950460.5399737841,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
139,1024,1000000,966663.9116183987,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
140,16,1000000,698998.0959173628,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
140,256,1000000,972760.2999895265,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
140,1024,1000000,1013464.5086768832,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
141,16,1000000,902437.8402515206,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
141,256,1000000,937766.0636823132,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
141,1024,1000000,999465.0238519094,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
142,16,1000000,646666.6876668651,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
142,256,1000000,918167.6713806851,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
142,1024,1000000,1031031.3490482105,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
143,16,1000000,1279647.3078698812,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
143,256,1000000,1060538.4791486904,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
143,1024,1000000,1026266.9581670188,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
144,16,1000000,902437.8402515206,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
144,256,1000000,921140.5572813018,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
144,1024,1000000,955037.7161124301,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
145,16,1000000,1092710.878858769,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
145,256,1000000,1040501.6392326523,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
145,1024,1000000,1038666.5907068127,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
146,16,1000000,1019044.9769132341,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
146,256,1000000,1094684.3371461201,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
146,1024,1000000,997241.9887135009,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
147,16,1000000,716248.7893013057,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
147,256,1000000,863540.3152056502,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
147,1024,1000000,933448.2215124132,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
148,16,1000000,535073.7636889548,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
148,256,1000000,989819.2544552222,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
148,1024,1000000,1002774.4310957411,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
149,16,1000000,538249.2756396311,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
149,256,1000000,981513.1890059169,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
149,1024,1000000,1040780.2171326908,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
150,16,1000000,1007722.2549475315,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
150,256,1000000,1086061.3615982784,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
150,1024,1000000,1020016.7659697247,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
151,16,1000000,740367.3709818599,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
151,256,1000000,1052594.561276066,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
151,1024,1000000,1057501.2741674015,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
152,16,1000000,559845.697193073,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
152,256,1000000,934552.347052381,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
152,1024,1000000,948457.7228451008,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
153,16,1000000,781432.4432549516,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
153,256,1000000,979465.6968826934,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
153,1024,1000000,1036942.6014096477,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
154,16,1000000,995110.6100630518,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
154,256,1000000,975320.9463504268,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
154,1024,1000000,995659.9782231563,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
155,16,1000000,786941.457225838,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
155,256,1000000,994095.297556388,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
155,1024,1000000,1056903.8106395993,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
156,16,1000000,996605.6038971166,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
156,256,1000000,962732.7723926035,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
156,1024,1000000,1019956.348560027,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
157,16,1000000,1013351.9882153949,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
157,256,1000000,904878.5796347907,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
157,1024,1000000,966164.0683298066,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
158,16,1000000,1272912.3220389872,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
158,256,1000000,1047734.9372627876,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
158,1024,1000000,1016490.3755711948,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
159,16,1000000,604633.352968519,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
159,256,1000000,993745.052585435,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
159,1024,1000000,1000946.2384574254,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
160,16,1000000,1071728.247506976,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
160,256,1000000,990688.418798825,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
160,1024,1000000,997365.9636301189,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
161,16,1000000,872067.3360122868,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
161,256,1000000,1041160.0734458015,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
161,1024,1000000,1008127.369469243,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
162,16,1000000,891351.3802975708,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
162,256,1000000,969359.8083625832,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
162,1024,1000000,969631.7350065222,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
163,16,1000000,1030625.0334690664,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
163,256,1000000,1034266.1294509798,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
163,1024,1000000,991855.9321107802,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
164,16,1000000,859668.2743628231,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
164,256,1000000,1007271.3254682071,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
164,1024,1000000,973770.2755116827,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
165,16,1000000,486953.03594780044,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
165,256,1000000,942322.3673297995,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
165,1024,1000000,1006840.4019030328,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
166,16,1000000,1338671.6301886027,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
166,256,1000000,981152.2489075896,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
166,1024,1000000,960802.8272675439,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
167,16,1000000,924280.2847926402,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
167,256,1000000,1039094.290521366,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
167,1024,1000000,998493.5085517007,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
168,16,1000000,1727523.8656243398,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
168,256,1000000,1028940.7509103117,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
168,1024,1000000,964734.5931050195,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
169,16,1000000,959735.4809024109,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
169,256,1000000,1077032.376048322,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
169,1024,1000000,987000.925729305,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
170,16,1000000,1048497.1438760442,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
170,256,1000000,1022037.8250733732,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
